rank,num_parameters,best_epoch,best_val_ssim,best_val_psnr,best_val_mae,best_val_loss,config_id,experiment_name,seed,model_name,channels,normalization,activation,group_count,upsampling,lr,weight_decay,loss_name,l1_weight,ssim_weight,epochs,validation_rate,batch_size,num_workers,mixed_precision,deterministic,monitor,mode_monitor,min_delta,patience,tie_breaker,mode_tie_breaker
55,482771,45,0.8407490849494934,20.92991065979004,0.08195169270038605,0.09741153967553291,51d11ae5ac9c,unet_grid_seed_0_screening_part_20,0,unet,"[16, 32, 64, 128]",group,leaky_relu,8,transposed,0.0005,0.0,l1_ssim,0.8,0.2,999,1,16,4,True,False,ssim,max,0.0001,15,psnr,max
56,7849667,79,0.8406803011894226,19.694042205810547,0.09493329375982285,0.10781058183182841,5f67e89c67a8,unet_grid_seed_0_screening_part_05,0,unet,"[32, 64, 128, 256, 512]",batch,leaky_relu,8,bilinear,0.0003,0.0,l1_ssim,0.8,0.2,999,1,16,4,True,False,ssim,max,0.0001,15,psnr,max
57,7763107,91,0.8404682874679565,19.806838989257812,0.09192132204771042,0.10544339945350868,332439f9ac19,unet_grid_seed_0_screening_part_08,0,unet,"[32, 64, 128, 256, 512]",batch,leaky_relu,8,transposed,0.0005,0.0,l1_ssim,0.8,0.2,999,1,16,4,True,False,ssim,max,0.0001,15,psnr,max
58,1948355,52,0.8402795195579529,20.453405380249023,0.08477284759283066,0.09976238271464473,ed62a6a897f0,unet_grid_seed_0_screening_part_12,0,unet,"[32, 64, 128, 256]",instance,leaky_relu,8,bilinear,0.001,0.0001,l1_ssim,0.8,0.2,999,1,16,4,True,False,ssim,max,0.0001,15,psnr,max
59,7846723,174,0.8386615514755249,20.114158630371094,0.08578798174858093,0.10089806186548178,96542e61100d,unet_grid_seed_0_screening_part_01,0,unet,"[32, 64, 128, 256, 512]",none,leaky_relu,8,bilinear,0.0003,0.0,l1_ssim,0.8,0.2,999,1,16,4,True,False,ssim,max,0.0001,15,psnr,max
60,7849667,99,0.8382769823074341,20.53904151916504,0.08386069536209106,0.09943315840285757,6f85837af231,unet_grid_seed_0_screening_part_10,0,unet,"[32, 64, 128, 256, 512]",instance,leaky_relu,8,bilinear,0.0003,0.0001,l1_ssim,0.8,0.2,999,1,16,4,True,False,ssim,max,0.0001,15,psnr,max
61,1927075,60,0.8381790518760681,20.299543380737305,0.08656706660985947,0.10161785090315169,8a0c08c6984c,unet_grid_seed_0_screening_part_13,0,unet,"[32, 64, 128, 256]",instance,leaky_relu,8,transposed,0.0003,0.0,l1_ssim,0.8,0.2,999,1,16,4,True,False,ssim,max,0.0001,15,psnr,max
62,7849667,87,0.8375425934791565,19.563766479492188,0.09422405809164047,0.10787071276834045,f9520d0a6135,unet_grid_seed_0_screening_part_06,0,unet,"[32, 64, 128, 256, 512]",batch,leaky_relu,8,bilinear,0.001,0.0001,l1_ssim,0.8,0.2,999,1,16,4,True,False,ssim,max,0.0001,15,psnr,max
63,7849667,84,0.8371581435203552,19.73602294921875,0.09240727126598358,0.1064941912241604,690ead7c9132,unet_grid_seed_0_screening_part_06,0,unet,"[32, 64, 128, 256, 512]",batch,leaky_relu,8,bilinear,0.0005,0.0001,l1_ssim,0.8,0.2,999,1,16,4,True,False,ssim,max,0.0001,15,psnr,max
64,482771,118,0.8371497988700867,20.240276336669922,0.08579710125923157,0.10120771253022595,508fca1122b4,unet_grid_seed_0_screening_part_14,0,unet,"[16, 32, 64, 128]",instance,leaky_relu,8,transposed,0.0005,0.0,l1_ssim,0.8,0.2,999,1,16,4,True,False,ssim,max,0.0001,15,psnr,max
65,7763107,81,0.8364940285682678,19.913009643554688,0.08902410417795181,0.1039204715170722,8e367509e756,unet_grid_seed_0_screening_part_07,0,unet,"[32, 64, 128, 256, 512]",batch,leaky_relu,8,transposed,0.0003,0.0,l1_ssim,0.8,0.2,999,1,16,4,True,False,ssim,max,0.0001,15,psnr,max
66,7763107,54,0.8358396291732788,20.14434814453125,0.0877215638756752,0.1030093251147132,e36d17099fe3,unet_grid_seed_0_screening_part_14,0,unet,"[32, 64, 128, 256, 512]",instance,leaky_relu,8,transposed,0.0005,0.0001,l1_ssim,0.8,0.2,999,1,16,4,True,False,ssim,max,0.0001,15,psnr,max
67,482771,120,0.8357081413269043,20.30844497680664,0.08652998507022858,0.10208237095587495,a3c03e65b6b9,unet_grid_seed_0_screening_part_14,0,unet,"[16, 32, 64, 128]",instance,leaky_relu,8,transposed,0.0005,0.0001,l1_ssim,0.8,0.2,999,1,16,4,True,False,ssim,max,0.0001,15,psnr,max
68,488035,115,0.8356802463531494,20.54952621459961,0.08152678608894348,0.09808537947094959,b09197330c4d,unet_grid_seed_0_screening_part_11,0,unet,"[16, 32, 64, 128]",instance,leaky_relu,8,bilinear,0.0005,0.0,l1_ssim,0.8,0.2,999,1,16,4,True,False,ssim,max,0.0001,15,psnr,max
69,488035,113,0.8353448510169983,20.527576446533203,0.08312050998210907,0.09942743117394655,a5b96b3358ab,unet_grid_seed_0_screening_part_10,0,unet,"[16, 32, 64, 128]",instance,leaky_relu,8,bilinear,0.0003,0.0,l1_ssim,0.8,0.2,999,1,16,4,True,False,ssim,max,0.0001,15,psnr,max
70,7849667,86,0.8344714641571045,19.56301498413086,0.09637757390737534,0.11020776413489079,dff0e1b56fa9,unet_grid_seed_0_screening_part_05,0,unet,"[32, 64, 128, 256, 512]",batch,leaky_relu,8,bilinear,0.0005,0.0,l1_ssim,0.8,0.2,999,1,16,4,True,False,ssim,max,0.0001,15,psnr,max
71,7763107,55,0.8342334628105164,19.666746139526367,0.09229052066802979,0.10698570494634518,b033d2e1bb30,unet_grid_seed_0_screening_part_07,0,unet,"[32, 64, 128, 256, 512]",batch,leaky_relu,8,transposed,0.0003,0.0001,l1_ssim,0.8,0.2,999,1,16,4,True,False,ssim,max,0.0001,15,psnr,max
72,7763107,46,0.8340819478034973,20.001428604125977,0.08940184116363525,0.10470507175162219,b8ef39151af6,unet_grid_seed_0_screening_part_13,0,unet,"[32, 64, 128, 256, 512]",instance,leaky_relu,8,transposed,0.0003,0.0001,l1_ssim,0.8,0.2,999,1,16,4,True,False,ssim,max,0.0001,15,psnr,max
73,488035,114,0.8336656093597412,20.28644371032715,0.08660311996936798,0.10254937496738158,1ea749ece367,unet_grid_seed_0_screening_part_12,0,unet,"[16, 32, 64, 128]",instance,leaky_relu,8,bilinear,0.001,0.0001,l1_ssim,0.8,0.2,999,1,16,4,True,False,ssim,max,0.0001,15,psnr,max
74,1927075,85,0.8333083987236023,18.98526954650879,0.10130827128887177,0.1143849297710087,4f21d52c0407,unet_grid_seed_0_screening_part_08,0,unet,"[32, 64, 128, 256]",batch,leaky_relu,8,transposed,0.0005,0.0,l1_ssim,0.8,0.2,999,1,16,4,True,False,ssim,max,0.0001,15,psnr,max
75,7846723,149,0.8325726389884949,19.96656608581543,0.08942146599292755,0.10502264378727347,49bd321ab148,unet_grid_seed_0_screening_part_02,0,unet,"[32, 64, 128, 256, 512]",none,leaky_relu,8,bilinear,0.0005,0.0001,l1_ssim,0.8,0.2,999,1,16,4,True,False,ssim,max,0.0001,15,psnr,max
76,1946947,168,0.8318026065826416,19.0948543548584,0.10101494938135147,0.11445145794878835,697104538224,unet_grid_seed_0_screening_part_02,0,unet,"[32, 64, 128, 256]",none,leaky_relu,8,bilinear,0.0003,0.0001,l1_ssim,0.8,0.2,999,1,16,4,True,False,ssim,max,0.0001,15,psnr,max
77,7846723,160,0.8296277523040771,20.010215759277344,0.08941590040922165,0.10560717217732167,58a6c31725e6,unet_grid_seed_0_screening_part_02,0,unet,"[32, 64, 128, 256, 512]",none,leaky_relu,8,bilinear,0.0003,0.0001,l1_ssim,0.8,0.2,999,1,16,4,True,False,ssim,max,0.0001,15,psnr,max
78,488035,90,0.8291097283363342,19.94223403930664,0.08911062031984329,0.1054665636325228,8afdddabad80,unet_grid_seed_0_screening_part_10,0,unet,"[16, 32, 64, 128]",instance,leaky_relu,8,bilinear,0.0003,0.0001,l1_ssim,0.8,0.2,999,1,16,4,True,False,ssim,max,0.0001,15,psnr,max
79,482771,98,0.8290472626686096,20.23158073425293,0.08625397086143494,0.10319373443506766,9efcba3bb28b,unet_grid_seed_0_screening_part_13,0,unet,"[16, 32, 64, 128]",instance,leaky_relu,8,transposed,0.0003,0.0,l1_ssim,0.8,0.2,999,1,16,4,True,False,ssim,max,0.0001,15,psnr,max
80,1948355,82,0.8285645842552185,18.838340759277344,0.10269354283809662,0.11644192666247272,3f8a146f38b0,unet_grid_seed_0_screening_part_06,0,unet,"[32, 64, 128, 256]",batch,leaky_relu,8,bilinear,0.0003,0.0001,l1_ssim,0.8,0.2,999,1,16,4,True,False,ssim,max,0.0001,15,psnr,max
81,1925667,145,0.8278415203094482,19.12298011779785,0.09839396923780441,0.11314688342204993,7c96ce08bd53,unet_grid_seed_0_screening_part_04,0,unet,"[32, 64, 128, 256]",none,leaky_relu,8,transposed,0.0003,0.0001,l1_ssim,0.8,0.2,999,1,16,4,True,False,ssim,max,0.0001,15,psnr,max
82,482771,50,0.8275667428970337,19.96183204650879,0.08920951187610626,0.10585427338230437,7ac23f4a91e1,unet_grid_seed_0_screening_part_15,0,unet,"[16, 32, 64, 128]",instance,leaky_relu,8,transposed,0.001,0.0,l1_ssim,0.8,0.2,999,1,16,4,True,False,ssim,max,0.0001,15,psnr,max
83,488035,31,0.827505350112915,20.61841583251953,0.08498549461364746,0.10248731702998065,d77a317601a1,unet_grid_seed_0_screening_part_18,0,unet,"[16, 32, 64, 128]",group,leaky_relu,8,bilinear,0.001,0.0001,l1_ssim,0.8,0.2,999,1,16,4,True,False,ssim,max,0.0001,15,psnr,max
84,7763107,45,0.8265039324760437,19.342266082763672,0.09730632603168488,0.1125442859703216,587ceb9959e7,unet_grid_seed_0_screening_part_08,0,unet,"[32, 64, 128, 256, 512]",batch,leaky_relu,8,transposed,0.0005,0.0001,l1_ssim,0.8,0.2,999,1,16,4,True,False,ssim,max,0.0001,15,psnr,max
85,1927075,85,0.8263971209526062,18.886587142944336,0.10309913009405136,0.11719988804796468,2ef34a96fb7b,unet_grid_seed_0_screening_part_08,0,unet,"[32, 64, 128, 256]",batch,leaky_relu,8,transposed,0.0005,0.0001,l1_ssim,0.8,0.2,999,1,16,4,True,False,ssim,max,0.0001,15,psnr,max
86,482771,73,0.8263593912124634,19.853681564331055,0.08934994041919708,0.10620807186848875,3b13febbe632,unet_grid_seed_0_screening_part_13,0,unet,"[16, 32, 64, 128]",instance,leaky_relu,8,transposed,0.0003,0.0001,l1_ssim,0.8,0.2,999,1,16,4,True,False,ssim,max,0.0001,15,psnr,max
87,488035,70,0.8262268900871277,19.969358444213867,0.09030197560787201,0.10699619493190793,b01a2fcc80e1,unet_grid_seed_0_screening_part_11,0,unet,"[16, 32, 64, 128]",instance,leaky_relu,8,bilinear,0.0005,0.0001,l1_ssim,0.8,0.2,999,1,16,4,True,False,ssim,max,0.0001,15,psnr,max
88,1948355,67,0.8262025117874146,18.888229370117188,0.10340595245361328,0.11748427433380182,f8978a0a4453,unet_grid_seed_0_screening_part_05,0,unet,"[32, 64, 128, 256]",batch,leaky_relu,8,bilinear,0.0003,0.0,l1_ssim,0.8,0.2,999,1,16,4,True,False,ssim,max,0.0001,15,psnr,max
89,1946947,102,0.8258721232414246,18.930194854736328,0.1024240180850029,0.11676479152579239,38d241e046f4,unet_grid_seed_0_screening_part_02,0,unet,"[32, 64, 128, 256]",none,leaky_relu,8,bilinear,0.0005,0.0001,l1_ssim,0.8,0.2,999,1,16,4,True,False,ssim,max,0.0001,15,psnr,max
90,1946947,124,0.8255764245986938,18.848974227905273,0.1039799377322197,0.11806865068881409,8f5dae74e365,unet_grid_seed_0_screening_part_01,0,unet,"[32, 64, 128, 256]",none,leaky_relu,8,bilinear,0.0003,0.0,l1_ssim,0.8,0.2,999,1,16,4,True,False,ssim,max,0.0001,15,psnr,max
91,1925667,169,0.825354278087616,18.90948486328125,0.10192609578371048,0.11647004169830377,e5658965176d,unet_grid_seed_0_screening_part_03,0,unet,"[32, 64, 128, 256]",none,leaky_relu,8,transposed,0.0003,0.0,l1_ssim,0.8,0.2,999,1,16,4,True,False,ssim,max,0.0001,15,psnr,max
92,7760163,170,0.8240096569061279,19.796113967895508,0.08967003226280212,0.10693410125331602,91361cb28f07,unet_grid_seed_0_screening_part_03,0,unet,"[32, 64, 128, 256, 512]",none,leaky_relu,8,transposed,0.0005,0.0,l1_ssim,0.8,0.2,999,1,16,4,True,False,ssim,max,0.0001,15,psnr,max
93,1927075,64,0.8239145278930664,18.790441513061523,0.10284751653671265,0.11749510585829831,6c87124091b1,unet_grid_seed_0_screening_part_07,0,unet,"[32, 64, 128, 256]",batch,leaky_relu,8,transposed,0.0003,0.0,l1_ssim,0.8,0.2,999,1,16,4,True,False,ssim,max,0.0001,15,psnr,max
94,1948355,64,0.8234394192695618,18.74960708618164,0.10553906112909317,0.11974335235098134,72089bf994bc,unet_grid_seed_0_screening_part_05,0,unet,"[32, 64, 128, 256]",batch,leaky_relu,8,bilinear,0.0005,0.0,l1_ssim,0.8,0.2,999,1,16,4,True,False,ssim,max,0.0001,15,psnr,max
95,482771,53,0.8233193159103394,19.768003463745117,0.0913970023393631,0.10845373635706694,988ad0a403fc,unet_grid_seed_0_screening_part_15,0,unet,"[16, 32, 64, 128]",instance,leaky_relu,8,transposed,0.001,0.0001,l1_ssim,0.8,0.2,999,1,16,4,True,False,ssim,max,0.0001,15,psnr,max
96,7763107,71,0.8226998448371887,19.296321868896484,0.0974002256989479,0.11338021919347238,6e7a3b5344e8,unet_grid_seed_0_screening_part_09,0,unet,"[32, 64, 128, 256, 512]",batch,leaky_relu,8,transposed,0.001,0.0001,l1_ssim,0.8,0.2,999,1,16,4,True,False,ssim,max,0.0001,15,psnr,max
97,488035,127,0.8208740949630737,18.874465942382812,0.10543707013130188,0.12017482810694238,e4fd8b020e3a,unet_grid_seed_0_screening_part_06,0,unet,"[16, 32, 64, 128]",batch,leaky_relu,8,bilinear,0.0003,0.0001,l1_ssim,0.8,0.2,999,1,16,4,True,False,ssim,max,0.0001,15,psnr,max
98,7846723,110,0.8208217620849609,19.647520065307617,0.09320464730262756,0.11039937751880591,76f9cf5387b4,unet_grid_seed_0_screening_part_01,0,unet,"[32, 64, 128, 256, 512]",none,leaky_relu,8,bilinear,0.0005,0.0,l1_ssim,0.8,0.2,999,1,16,4,True,False,ssim,max,0.0001,15,psnr,max
99,1946947,110,0.81868976354599,18.75428581237793,0.10358119010925293,0.11912701894407687,0475abdce874,unet_grid_seed_0_screening_part_01,0,unet,"[32, 64, 128, 256]",none,leaky_relu,8,bilinear,0.0005,0.0,l1_ssim,0.8,0.2,999,1,16,4,True,False,ssim,max,0.0001,15,psnr,max
100,488035,81,0.817867636680603,18.80389404296875,0.10266483575105667,0.11855834290601205,7e84ada78b23,unet_grid_seed_0_screening_part_05,0,unet,"[16, 32, 64, 128]",batch,leaky_relu,8,bilinear,0.0003,0.0,l1_ssim,0.8,0.2,999,1,16,4,True,False,ssim,max,0.0001,15,psnr,max
101,1948355,60,0.8165966272354126,18.348600387573242,0.10868139564990997,0.12362579634224159,cb619e9de34a,unet_grid_seed_0_screening_part_06,0,unet,"[32, 64, 128, 256]",batch,leaky_relu,8,bilinear,0.001,0.0001,l1_ssim,0.8,0.2,999,1,16,4,True,False,ssim,max,0.0001,15,psnr,max
102,1927075,45,0.8161937594413757,18.4945068359375,0.10868718475103378,0.12371100182982459,6f224357e3a8,unet_grid_seed_0_screening_part_09,0,unet,"[32, 64, 128, 256]",batch,leaky_relu,8,transposed,0.001,0.0001,l1_ssim,0.8,0.2,999,1,16,4,True,False,ssim,max,0.0001,15,psnr,max
103,7760163,117,0.8161212205886841,19.93454933166504,0.08814175426959991,0.10728916471851045,e1a9932fdfdd,unet_grid_seed_0_screening_part_04,0,unet,"[32, 64, 128, 256, 512]",none,leaky_relu,8,transposed,0.0003,0.0001,l1_ssim,0.8,0.2,999,1,16,4,True,False,ssim,max,0.0001,15,psnr,max
104,1927075,64,0.8158857822418213,18.592601776123047,0.10601251572370529,0.12163285252408705,7125dce85dc3,unet_grid_seed_0_screening_part_09,0,unet,"[32, 64, 128, 256]",batch,leaky_relu,8,transposed,0.001,0.0,l1_ssim,0.8,0.2,999,1,16,4,True,False,ssim,max,0.0001,15,psnr,max
105,487331,131,0.8158266544342041,18.71013832092285,0.10379942506551743,0.11987420765386111,eeac7f53e55a,unet_grid_seed_0_screening_part_01,0,unet,"[16, 32, 64, 128]",none,leaky_relu,8,bilinear,0.0005,0.0,l1_ssim,0.8,0.2,999,1,16,4,True,False,ssim,max,0.0001,15,psnr,max
106,1946947,111,0.8154147863388062,18.95842170715332,0.10046086460351944,0.11728573266578757,d228d4d26c6a,unet_grid_seed_0_screening_part_02,0,unet,"[32, 64, 128, 256]",none,leaky_relu,8,bilinear,0.001,0.0001,l1_ssim,0.8,0.2,999,1,16,4,True,False,ssim,max,0.0001,15,psnr,max
107,482771,82,0.8149018287658691,18.62921714782715,0.10573544353246689,0.12160798961269682,dbeca562fed9,unet_grid_seed_0_screening_part_07,0,unet,"[16, 32, 64, 128]",batch,leaky_relu,8,transposed,0.0003,0.0,l1_ssim,0.8,0.2,999,1,16,4,True,False,ssim,max,0.0001,15,psnr,max
108,482771,51,0.8146908283233643,18.66261863708496,0.10508683323860168,0.12113130675709766,446d39185e10,unet_grid_seed_0_screening_part_08,0,unet,"[16, 32, 64, 128]",batch,leaky_relu,8,transposed,0.0005,0.0,l1_ssim,0.8,0.2,999,1,16,4,True,False,ssim,max,0.0001,15,psnr,max
109,487331,105,0.8145164251327515,18.72054672241211,0.10345159471035004,0.11985799259897592,558c1438ac35,unet_grid_seed_0_screening_part_02,0,unet,"[16, 32, 64, 128]",none,leaky_relu,8,bilinear,0.001,0.0001,l1_ssim,0.8,0.2,999,1,16,4,True,False,ssim,max,0.0001,15,psnr,max
110,488035,66,0.8142248392105103,18.65262222290039,0.10497896373271942,0.1211381962765818,85a4038d6526,unet_grid_seed_0_screening_part_06,0,unet,"[16, 32, 64, 128]",batch,leaky_relu,8,bilinear,0.001,0.0001,l1_ssim,0.8,0.2,999,1,16,4,True,False,ssim,max,0.0001,15,psnr,max
111,487331,173,0.8140739798545837,18.803735733032227,0.10374946147203445,0.12018477279638899,b7053b641826,unet_grid_seed_0_screening_part_01,0,unet,"[16, 32, 64, 128]",none,leaky_relu,8,bilinear,0.0003,0.0,l1_ssim,0.8,0.2,999,1,16,4,True,False,ssim,max,0.0001,15,psnr,max
112,482771,70,0.8138118982315063,18.581777572631836,0.1053096279501915,0.12148531709892163,ad62ce71f0e2,unet_grid_seed_0_screening_part_08,0,unet,"[16, 32, 64, 128]",batch,leaky_relu,8,transposed,0.0005,0.0001,l1_ssim,0.8,0.2,999,1,16,4,True,False,ssim,max,0.0001,15,psnr,max
113,7849667,36,0.8129782676696777,18.98724365234375,0.10113415122032166,0.11831166843573253,21951e25df97,unet_grid_seed_0_screening_part_05,0,unet,"[32, 64, 128, 256, 512]",batch,leaky_relu,8,bilinear,0.001,0.0,l1_ssim,0.8,0.2,999,1,16,4,True,False,ssim,max,0.0001,15,psnr,max
114,482771,56,0.8121360540390015,18.51662254333496,0.10622022300958633,0.12254895982534988,2fc4cd5302c4,unet_grid_seed_0_screening_part_07,0,unet,"[16, 32, 64, 128]",batch,leaky_relu,8,transposed,0.0003,0.0001,l1_ssim,0.8,0.2,999,1,16,4,True,False,ssim,max,0.0001,15,psnr,max
115,482771,39,0.8104168176651001,18.418235778808594,0.10762851685285568,0.12401945219523665,bf39bad90ff8,unet_grid_seed_0_screening_part_09,0,unet,"[16, 32, 64, 128]",batch,leaky_relu,8,transposed,0.001,0.0,l1_ssim,0.8,0.2,999,1,16,4,True,False,ssim,max,0.0001,15,psnr,max
116,7849667,14,0.8098368644714355,18.884449005126953,0.10089614987373352,0.11874956551237383,bb838f17b64b,unet_grid_seed_0_screening_part_06,0,unet,"[32, 64, 128, 256, 512]",batch,leaky_relu,8,bilinear,0.0003,0.0001,l1_ssim,0.8,0.2,999,1,16,4,True,False,ssim,max,0.0001,15,psnr,max
117,1925667,95,0.8097078204154968,18.71588706970215,0.1057199165225029,0.12263437695261362,48ae6f54f08e,unet_grid_seed_0_screening_part_03,0,unet,"[32, 64, 128, 256]",none,leaky_relu,8,transposed,0.001,0.0,l1_ssim,0.8,0.2,999,1,16,4,True,False,ssim,max,0.0001,15,psnr,max
118,1948355,34,0.8092747330665588,18.511627197265625,0.10774817317724228,0.12434357512688292,780f1f022a61,unet_grid_seed_0_screening_part_06,0,unet,"[32, 64, 128, 256]",batch,leaky_relu,8,bilinear,0.0005,0.0001,l1_ssim,0.8,0.2,999,1,16,4,True,False,ssim,max,0.0001,15,psnr,max
119,488035,43,0.8091759085655212,18.523590087890625,0.10664995014667511,0.1234847862219465,7bc8636c3860,unet_grid_seed_0_screening_part_06,0,unet,"[16, 32, 64, 128]",batch,leaky_relu,8,bilinear,0.0005,0.0001,l1_ssim,0.8,0.2,999,1,16,4,True,False,ssim,max,0.0001,15,psnr,max
120,1927075,32,0.8087883591651917,18.50001335144043,0.1062278300523758,0.1232245861404184,91a31d268290,unet_grid_seed_0_screening_part_07,0,unet,"[32, 64, 128, 256]",batch,leaky_relu,8,transposed,0.0003,0.0001,l1_ssim,0.8,0.2,999,1,16,4,True,False,ssim,max,0.0001,15,psnr,max
